agra,achaneraa,magarolgujar,30,agra,achaneraa,mangrolgujar,31,0.92,0.92
hardoi,mallaavaan,sumerpur,27399,hardoi,tadianvaan,sumerpur,25848,1.0,1.0
hardoi,mallaavaan,tejipur,27400,hardoi,tadianvaan,tejipur,25856,1.0,1.0
hardoi,mallaavaan,tendua,27401,hardoi,tadianvaan,tendua,25857,1.0,1.0
hardoi,mallaavaan,teria bhavanipur,27402,hardoi,tadianvaan,teria bhavanipur,25862,1.0,1.0
hardoi,pihaani,sakara,27466,hardoi,tadianvaan,sakara,25800,1.0,1.0
hardoi,sandila,bhadehna,27489,hardoi,tadianvaan,bhadeuna,25466,0,0.88
hardoi,sandila,gahira,27496,hardoi,tadianvaan,gahora,25534,0,0.83
hardoi,sandila,jalalpur,27504,hardoi,tadianvaan,jalalpur,25583,1.0,1.0
hardoi,sandy,tebhanapur,27615,hardoi,tadianvaan,bhanpur,25470,0.4670588235294117,0.82
hardoi,shahabaad,abdullapur,27620,hardoi,tadianvaan,abdullapur,25393,1.0,1.0
hardoi,shahabaad,agaapur sardaar nagar,27621,hardoi,tadianvaan,agaapur sardaar nagar,25394,1.0,1.0
hardoi,shahabaad,agmpur,27622,hardoi,tadianvaan,agmpur,25395,1.0,1.0
hardoi,shahabaad,aigava,27623,hardoi,tadianvaan,nagava,25711,0,0.83
hardoi,shahabaad,asagarpur,27624,hardoi,tadianvaan,asagarpur,25410,1.0,1.0
hardoi,shahabaad,asalapur,27625,hardoi,tadianvaan,asalapur,25411,1.0,1.0
hardoi,shahabaad,atarji,27626,hardoi,tadianvaan,atarji,25412,1.0,1.0
hardoi,shahabaad,bajoopur,27628,hardoi,tadianvaan,bujoopur,25490,0,0.88
hardoi,shahabaad,bhadaasi,27629,hardoi,tadianvaan,bhadaasi,25464,1.0,1.0
hardoi,shahabaad,chandoopur kharai,27633,hardoi,tadianvaan,chandoopur kheraai,25496,0.91,0.91
hardoi,shahabaad,dalel nagar,27634,hardoi,tadianvaan,dalel nagar,25508,1.0,1.0
hardoi,shahabaad,dariyapur vikku,27636,hardoi,tadianvaan,dariyapur vikku,25511,1.0,1.0
hardoi,shahabaad,daulatiyapur,27637,hardoi,tadianvaan,daulatiyapur,25512,1.0,1.0
hardoi,shahabaad,dhiyarai,27638,hardoi,tadianvaan,dhiyarai,25519,1.0,1.0
hardoi,shahabaad,gahora,27642,hardoi,tadianvaan,gahora,25534,1.0,1.0
hardoi,shahabaad,gujidei,27644,hardoi,tadianvaan,gujidei,25551,1.0,1.0
hardoi,shahabaad,hasanapur,27647,hardoi,tadianvaan,asalapur,25411,0.7023529411764705,0.82
hardoi,shahabaad,hiroli qutubnagar,27648,hardoi,tadianvaan,hiroli kutuvnagar,25571,0,0.88
hardoi,shahabaad,husepur lukaman,27649,hardoi,tadianvaan,husepur lukaman,25575,1.0,1.0
hardoi,shahabaad,jasmai khirona,27650,hardoi,tadianvaan,jasmai khirona,25592,1.0,1.0
hardoi,shahabaad,jhothoopur,27651,hardoi,tadianvaan,jhothoopur,25597,1.0,1.0
hardoi,shahabaad,kaala gaadha,27652,hardoi,tadianvaan,kaala gada,25602,0.91,0.91
hardoi,shahabaad,kakargata,27654,hardoi,tadianvaan,kakargata,25609,1.0,1.0
hardoi,shahabaad,kanchhilia,27655,hardoi,tadianvaan,kachhelia,25603,0.7347368421052631,0.84
hardoi,shahabaad,khanigaavaan khurd,27656,hardoi,tadianvaan,khanigaavaan khurd,25637,1.0,1.0
hardoi,shahabaad,khanoopur,27658,hardoi,tadianvaan,khanoopur,25638,1.0,1.0
hardoi,shahabaad,kilkili,27659,hardoi,tadianvaan,kilkili,25643,1.0,1.0
hardoi,shahabaad,kodera saraiya,27660,hardoi,tadianvaan,kodera saraiyaan,25645,0.93,0.93
hardoi,shahabaad,lalpur,27661,hardoi,tadianvaan,jalalpur,25583,0.5742857142857143,0.86
hardoi,shahabaad,magiyaavaan,27662,hardoi,tadianvaan,magiyaavaan,25674,1.0,1.0
hardoi,shahabaad,mangalipur,27663,hardoi,tadianvaan,mangalipur,25687,1.0,1.0
hardoi,shahabaad,manikapur bamiyaari,27664,hardoi,tadianvaan,manikapur bamiyaari,25688,1.0,1.0
hardoi,shahabaad,mishripur,27665,hardoi,tadianvaan,mishripur,25695,1.0,1.0
hardoi,shahabaad,mithnapur,27666,hardoi,tadianvaan,mithnapur,25696,1.0,1.0
hardoi,shahabaad,miyampur,27667,hardoi,tadianvaan,miapur,25693,0.5742857142857143,0.86
hardoi,shahabaad,nagala ganesh,27668,hardoi,tadianvaan,nagala ganesh,25707,1.0,1.0
hardoi,shahabaad,nagala kallu,27669,hardoi,tadianvaan,naglakallu,25712,0.91,0.91
hardoi,shahabaad,nagala khanpur,27670,hardoi,tadianvaan,nagala khanpur,25708,1.0,1.0
hardoi,shahabaad,nagala lothu,27671,hardoi,tadianvaan,nagala lothu,25709,1.0,1.0
hardoi,shahabaad,narsiamu,27673,hardoi,tadianvaan,narsiamu,25717,1.0,1.0
hardoi,shahabaad,nasyoli daamer,27674,hardoi,tadianvaan,nasyoli daamer,25718,1.0,1.0
hardoi,shahabaad,nasyoli gopal,27675,hardoi,tadianvaan,nasyoli gopal,25719,1.0,1.0
hardoi,shahabaad,navipur,27676,hardoi,tadianvaan,navipur,25721,1.0,1.0
hardoi,shahabaad,panyura vallia,27677,hardoi,tadianvaan,panyoraa vallia,25744,0.9,0.9
hardoi,shahabaad,parelli,27678,hardoi,tadianvaan,parelli,25750,1.0,1.0
hardoi,shahabaad,pasigavaan,27680,hardoi,tadianvaan,aighavaan,25396,0.7347368421052631,0.84
hardoi,shahabaad,pedahatha,27681,hardoi,tadianvaan,peædahatha,25756,0.95,0.95
hardoi,shahabaad,purava piparia,27682,hardoi,tadianvaan,puravaapiparia,25770,0.93,0.93
hardoi,shahabaad,raipur gulaaria,27683,hardoi,tadianvaan,raipur gulriha,25779,0.9,0.9
hardoi,shahabaad,rampur hamaja,27684,hardoi,tadianvaan,rampur hamaja,25783,1.0,1.0
hardoi,shahabaad,rampur hriday,27685,hardoi,tadianvaan,rampur hriday,25784,1.0,1.0
hardoi,shahabaad,sahadat nagar,27686,hardoi,tadianvaan,sahadat nagar,25796,1.0,1.0
hardoi,shahabaad,sahora,27687,hardoi,tadianvaan,gahora,25534,0,0.83
hardoi,shahabaad,sakarauli,27688,hardoi,tadianvaan,sakarauli,25801,1.0,1.0
hardoi,shahabaad,shahabaad dehaat,27689,hardoi,tadianvaan,shahabaad dehaat,25821,1.0,1.0
hardoi,shahabaad,shahpur naao,27690,hardoi,tadianvaan,shahpur naao,25827,1.0,1.0
hardoi,shahabaad,shankarpur,27691,hardoi,tadianvaan,shankarpur,25829,1.0,1.0
hardoi,shahabaad,sharma fatepur,27692,hardoi,tadianvaan,sharma fattepur,25830,0.97,0.97
hardoi,shahabaad,sigulapur,27693,hardoi,tadianvaan,sigulapur,25838,1.0,1.0
hardoi,shahabaad,sikandarpur narkatara,27695,hardoi,tadianvaan,sikandarpur narkatara,25842,1.0,1.0
hardoi,shahabaad,tader,27696,hardoi,tadianvaan,tader,25852,1.0,1.0
hardoi,shahabaad,udhranpur,27698,hardoi,tadianvaan,dhandpur,25518,0.7023529411764705,0.82
hardoi,shahabaad,vasitnagar,27700,hardoi,tadianvaan,vasitnagar,25877,1.0,1.0
hardoi,shahabaad,vihagavaan,27701,hardoi,tadianvaan,vihagavaan,25878,1.0,1.0
hardoi,surasa,dahigavaan,27719,hardoi,tadianvaan,aighavaan,25396,0.7347368421052631,0.84
hardoi,surasa,pachakoharaa,27750,hardoi,tadianvaan,pachakoharaa,25739,1.0,1.0
hardoi,toderpur,aanjhi,27838,hardoi,tadianvaan,aanjhi,25390,1.0,1.0
hardoi,toderpur,alam nagar,27839,hardoi,tadianvaan,alam nagar,25401,1.0,1.0
hardoi,toderpur,andua,27840,hardoi,tadianvaan,andua,25408,1.0,1.0
hardoi,toderpur,antora,27841,hardoi,tadianvaan,antora,25409,1.0,1.0
hardoi,toderpur,bakshipur,27843,hardoi,tadianvaan,bakhsipur,25429,0,0.89
hardoi,toderpur,bhadeuna,27846,hardoi,tadianvaan,bhadeuna,25466,1.0,1.0
hardoi,toderpur,bhogipur grant,27847,hardoi,tadianvaan,bhogipur grant,25482,1.0,1.0
hardoi,toderpur,bihat nevada,27848,hardoi,tadianvaan,bihat nevada,25485,1.0,1.0
hardoi,toderpur,budhanpur,27849,hardoi,tadianvaan,bhanpur,25470,0.63,0.88
hardoi,toderpur,chathiya dhanavaar,27850,hardoi,tadianvaan,chathiya dhanavaar,25498,1.0,1.0
hardoi,toderpur,chena,27851,hardoi,tadianvaan,chena,25499,1.0,1.0
hardoi,toderpur,dhakiya tigavaan,27852,hardoi,tadianvaan,dhakiya tigavaan,25516,1.0,1.0
hardoi,toderpur,dighia,27854,hardoi,tadianvaan,dighia,25521,1.0,1.0
hardoi,toderpur,fatepur gaji,27855,hardoi,tadianvaan,fatehpur gaji,25527,0.96,0.96
hardoi,toderpur,fatepur gaynd,27856,hardoi,tadianvaan,fatehpur gayand,25528,0.93,0.93
hardoi,toderpur,fazullapur,27857,hardoi,tadianvaan,fazullapur,25530,1.0,1.0
hardoi,toderpur,gauria kapurpur,27858,hardoi,tadianvaan,gauria kapurpur,25544,1.0,1.0
hardoi,toderpur,haidarpur,27859,hardoi,tadianvaan,haidarpur,25559,1.0,1.0
hardoi,toderpur,hathipur sarai,27860,hardoi,tadianvaan,hathipur saraany,25567,0.7366666666666667,0.87
hardoi,toderpur,humayupur,27861,hardoi,tadianvaan,humayunpur,25572,0.95,0.95
hardoi,toderpur,husepur karmaya,27862,hardoi,tadianvaan,husepur karmayaan,25574,0.94,0.94
hardoi,toderpur,jalalpur,27863,hardoi,tadianvaan,jalalpur,25583,1.0,1.0
hardoi,toderpur,jamalpur,27864,hardoi,tadianvaan,jalalpur,25583,0,0.88
hardoi,toderpur,jamura,27865,hardoi,tadianvaan,jamura,25585,1.0,1.0
hardoi,toderpur,jashrathpur,27866,hardoi,tadianvaan,jasrathpur,25593,0.95,0.95
hardoi,toderpur,kaimi,27867,hardoi,tadianvaan,kaimi,25606,1.0,1.0
hardoi,toderpur,karaavaan,27870,hardoi,tadianvaan,karaavaan,25620,1.0,1.0
hardoi,toderpur,karasua grant,27871,hardoi,tadianvaan,karsuagrant,25623,0.92,0.92
hardoi,toderpur,kathma,27872,hardoi,tadianvaan,kathma,25629,1.0,1.0
hardoi,toderpur,kothila saraiya,27873,hardoi,tadianvaan,kuthila saraiya,25660,0.93,0.93
hardoi,toderpur,kunchikhida,27874,hardoi,tadianvaan,kunchi kheda,25653,0.7830434782608695,0.87
hardoi,toderpur,kusuma,27875,hardoi,tadianvaan,kusuma,25659,1.0,1.0
hardoi,toderpur,lona kanarapur,27876,hardoi,tadianvaan,lona kandharapur,25668,0.93,0.93
hardoi,toderpur,loni,27877,hardoi,tadianvaan,loni,25671,1.0,1.0
hardoi,toderpur,majhila,27878,hardoi,tadianvaan,majhila,25682,1.0,1.0
hardoi,toderpur,nagariyaa,27881,hardoi,tadianvaan,nagariyaa,25710,1.0,1.0
hardoi,toderpur,nevada chathiya,27882,hardoi,tadianvaan,nevada chathiya,25725,1.0,1.0
hardoi,toderpur,paara,27884,hardoi,tadianvaan,paara,25737,1.0,1.0
hardoi,toderpur,paliyadev salempur,27886,hardoi,tadianvaan,paliyadev salempur,25743,1.0,1.0
hardoi,toderpur,parasai,27887,hardoi,tadianvaan,parasai,25747,1.0,1.0
hardoi,toderpur,pilaa mahua,27889,hardoi,tadianvaan,pilaa mahua,25760,1.0,1.0
hardoi,toderpur,raigavaan,27892,hardoi,tadianvaan,raigavaan,25777,1.0,1.0
hardoi,toderpur,rebhamuradpur,27893,hardoi,tadianvaan,rebhamuradpur,25789,1.0,1.0
hardoi,toderpur,saharua,27894,hardoi,tadianvaan,saharua,25797,1.0,1.0
hardoi,toderpur,saidpur,27895,hardoi,tadianvaan,saudpur,25813,0,0.86
hardoi,toderpur,salempurray,27896,hardoi,tadianvaan,salempur raay,25806,0.92,0.92
hardoi,toderpur,sarai raanak,27897,hardoi,tadianvaan,sarairanak,25811,0.91,0.91
hardoi,toderpur,sedha,27898,hardoi,tadianvaan,sedha,25817,1.0,1.0
hardoi,toderpur,semrawa,27899,hardoi,tadianvaan,semrawaan,25819,0.63,0.88
hardoi,toderpur,sikandarpur bazaar,27900,hardoi,tadianvaan,sikandarpur bazaar,25840,1.0,1.0
hardoi,toderpur,siroman nagar,27902,hardoi,tadianvaan,shiroman nagar,25834,0.96,0.96
hardoi,toderpur,surjipur,27903,hardoi,tadianvaan,surajipur,25850,0.94,0.94
hardoi,toderpur,tiur chaugavaan,27905,hardoi,tadianvaan,tyur chaugavaan,25871,0.93,0.93
hardoi,toderpur,toderpur,27906,hardoi,tadianvaan,toderpur,25867,1.0,1.0
hardoi,toderpur,tumurki,27907,hardoi,tadianvaan,tumurki,25868,1.0,1.0
hardoi,toderpur,umarauli,27908,hardoi,tadianvaan,umarauli,25874,1.0,1.0
itawa,bharthna,banaamai,28518,itawa,saufai,banaamai,26653,1.0,1.0
itawa,saifai,atirajpur,28765,itawa,saufai,atirajpur,26652,1.0,1.0
itawa,saifai,banaamai,28767,itawa,saufai,banaamai,26653,1.0,1.0
itawa,saifai,baraulighurd,28768,itawa,saufai,baraulighurd,26654,1.0,1.0
itawa,saifai,baraulikalan,28769,itawa,saufai,baraulikala,26655,0.96,0.96
itawa,saifai,barraa,28770,itawa,saufai,barraa,26656,1.0,1.0
itawa,saifai,baurine,28771,itawa,saufai,baurine,26657,1.0,1.0
itawa,saifai,bhadehikashipur,28773,itawa,saufai,bhadeikashipur,26658,0.97,0.97
itawa,saifai,bhalasaiya,28774,itawa,saufai,bhalasoya,26659,0.7347368421052631,0.84
itawa,saifai,chakupur,28775,itawa,saufai,chakupur,26661,1.0,1.0
itawa,saifai,chhimaara,28776,itawa,saufai,chhimaara,26662,1.0,1.0
itawa,saifai,chhitauni,28777,itawa,saufai,chhitauni,26663,1.0,1.0
itawa,saifai,choubepur,28778,itawa,saufai,choubepur,26664,1.0,1.0
itawa,saifai,gija,28779,itawa,saufai,ginja,26665,0.6677777777777778,0.89
itawa,saifai,hardoi,28780,itawa,saufai,hardoirr,26666,0.5742857142857143,0.86
itawa,saifai,jafarpur,28783,itawa,saufai,jafarpur,26668,1.0,1.0
itawa,saifai,jhingoopur,28784,itawa,saufai,jhingoopur,26669,1.0,1.0
itawa,saifai,kathua,28785,itawa,saufai,kathua,26670,1.0,1.0
itawa,saifai,kharduli,28786,itawa,saufai,kharduli,26671,1.0,1.0
itawa,saifai,kuia,28787,itawa,saufai,kuia,26672,1.0,1.0
itawa,saifai,kumhaavar,28788,itawa,saufai,kumhaavar,26673,1.0,1.0
itawa,saifai,lachawai,28789,itawa,saufai,lahawai,26674,0.93,0.93
itawa,saifai,larakhor,28790,itawa,saufai,larakhor,26675,1.0,1.0
itawa,saifai,latoopur,28791,itawa,saufai,latoopur,26676,1.0,1.0
itawa,saifai,madhuyapur,28792,itawa,saufai,madhuyapur,26677,1.0,1.0
itawa,saifai,manigaanv,28793,itawa,saufai,manigaanv,26678,1.0,1.0
itawa,saifai,nagala aniyaan,28794,itawa,saufai,nagala aniya,26679,0.92,0.92
itawa,saifai,nagalasubhan,28795,itawa,saufai,nagalasubhan,26680,1.0,1.0
itawa,saifai,narhauli bhidrua,28796,itawa,saufai,narhauli bhidrua,26681,1.0,1.0
itawa,saifai,nayakpur,28797,itawa,saufai,nayakpur,26682,1.0,1.0
itawa,saifai,parasana,28798,itawa,saufai,parasana,26683,1.0,1.0
itawa,saifai,phulapur,28799,itawa,saufai,phulapur,26684,1.0,1.0
itawa,saifai,pidari,28800,itawa,saufai,pidari,26685,1.0,1.0
itawa,saifai,ramet,28801,itawa,saufai,ramet,26686,1.0,1.0
itawa,saifai,ranuan,28802,itawa,saufai,ranuan,26687,1.0,1.0
itawa,saifai,sahasarpur,28803,itawa,saufai,sahasarpur,26688,1.0,1.0
itawa,saifai,sanfai,28804,itawa,saufai,saufai,26689,0,0.83
itawa,saifai,shivpuri timrua,28805,itawa,saufai,shivpuri timrua,26690,1.0,1.0
itawa,saifai,tulsipur,28806,itawa,saufai,tulsipur,26691,1.0,1.0
itawa,saifai,uziyaani,28807,itawa,saufai,uziyaani,26692,1.0,1.0
itawa,saifai,viroli bedpura,28808,itawa,saufai,viroli boudpura,26693,0.9,0.9
itawa,saifai,viyaari bhatpura,28809,itawa,saufai,viyaari bhatpura,26694,1.0,1.0
jhaansi,babina,baidora,29428,jhaansi,babina,baædora,27305,0,0.86
jonpur,dharmapur,gopalpur,30208,jonpur,barasthi,gopalpur,27931,1.0,1.0
jonpur,mahrajganj,gondalpur,30872,jonpur,barasthi,gopalpur,27931,0.7023529411764705,0.82
jonpur,mugharabadshahpur,gopalapur,30998,jonpur,barasthi,gopalpur,27931,0.94,0.94
jonpur,sikaraara,ferozepur pratham,31372,jonpur,sikaraara,õfarospur pratham,29032,0,0.82
kannauj,chhibramau ,ahirua rajaraampur,31682,kannauj,chhibramau,ahirua rajaraampur,29727,1.0,1.0
kannauj,chhibramau ,akbarpur,31683,kannauj,chhibramau,akbarpur,29728,1.0,1.0
kannauj,chhibramau ,alhanapur,31684,kannauj,chhibramau,alhanapur,29729,1.0,1.0
kannauj,chhibramau ,antpur,31685,kannauj,chhibramau,antpur,29730,1.0,1.0
kannauj,chhibramau ,asalatnagar,31686,kannauj,chhibramau,asaalat nagar,29731,0.92,0.92
kannauj,chhibramau ,asaltabad,31687,kannauj,chhibramau,asaltabad,29732,1.0,1.0
kannauj,chhibramau ,aseh,31688,kannauj,chhibramau,aseh,29733,1.0,1.0
kannauj,chhibramau ,atirajpur,31689,kannauj,chhibramau,atirajpur,29734,1.0,1.0
kannauj,chhibramau ,aurai,31690,kannauj,chhibramau,aurai,29735,1.0,1.0
kannauj,chhibramau ,baruasbalpur,31691,kannauj,chhibramau,baruasbalpur,29737,1.0,1.0
kannauj,chhibramau ,bhagavantpur,31693,kannauj,chhibramau,bhagavantpur,29738,1.0,1.0
kannauj,chhibramau ,bharauli sirkhanepur,31694,kannauj,chhibramau,bharauli sirkhanepur,29739,1.0,1.0
kannauj,chhibramau ,bhaulpur,31695,kannauj,chhibramau,bhaulpur,29740,1.0,1.0
kannauj,chhibramau ,bhaurajpur,31696,kannauj,chhibramau,bhaurajpur,29741,1.0,1.0
kannauj,chhibramau ,bhikampur sani,31697,kannauj,chhibramau,bhikampursaani,29742,0.93,0.93
kannauj,chhibramau ,bhojpur nigoh,31698,kannauj,chhibramau,bhojpur nigoh,29743,1.0,1.0
kannauj,chhibramau ,bibia jalalpur,31699,kannauj,chhibramau,bibia jalalpur,29744,1.0,1.0
kannauj,chhibramau ,bikupur,31700,kannauj,chhibramau,bikupur,29745,1.0,1.0
kannauj,chhibramau ,chandarpur,31701,kannauj,chhibramau,chandarpur,29746,1.0,1.0
kannauj,chhibramau ,daloopur sultanpur,31703,kannauj,chhibramau,daloopur sultanpur,29747,1.0,1.0
kannauj,chhibramau ,dharanidharpur nagariyaa,31704,kannauj,chhibramau,dharanidharpur nagariyaa,29748,1.0,1.0
kannauj,chhibramau ,ghiloikhas,31705,kannauj,chhibramau,ghiloi khaas,29749,0.91,0.91
kannauj,chhibramau ,hamirpur,31707,kannauj,chhibramau,hamirpur,29750,1.0,1.0
kannauj,chhibramau ,hariballabhapur,31708,kannauj,chhibramau,hariballabhapur,29751,1.0,1.0
kannauj,chhibramau ,hariharpur,31709,kannauj,chhibramau,hariharpur,29752,1.0,1.0
kannauj,chhibramau ,harinagar,31710,kannauj,chhibramau,harinagar,29753,1.0,1.0
kannauj,chhibramau ,hathin,31712,kannauj,chhibramau,hathin,29754,1.0,1.0
kannauj,chhibramau ,jagadishpur,31713,kannauj,chhibramau,jagadishpur,29755,1.0,1.0
kannauj,chhibramau ,jagatpur,31714,kannauj,chhibramau,jagatpur,29756,1.0,1.0
kannauj,chhibramau ,jaisihpur,31715,kannauj,chhibramau,jaisinghpur,29757,0.9,0.9
kannauj,chhibramau ,jamamardpur,31716,kannauj,chhibramau,jamamardpur,29758,1.0,1.0
kannauj,chhibramau ,kairada,31718,kannauj,chhibramau,kairada,29760,1.0,1.0
kannauj,chhibramau ,kalyanpur,31719,kannauj,chhibramau,kalyanpur,29761,1.0,1.0
kannauj,chhibramau ,kapurpur,31721,kannauj,chhibramau,kapurpur,29762,1.0,1.0
kannauj,chhibramau ,karmullapur,31722,kannauj,chhibramau,karmullapur,29763,1.0,1.0
kannauj,chhibramau ,karnauli,31723,kannauj,chhibramau,karnauli,29764,1.0,1.0
kannauj,chhibramau ,kasaava,31724,kannauj,chhibramau,kasaava,29765,1.0,1.0
kannauj,chhibramau ,khallaroop mangadpur,31725,kannauj,chhibramau,khallaroop mangadpur,29766,1.0,1.0
kannauj,chhibramau ,khanpur kasaava,31727,kannauj,chhibramau,khanpur kasaava,29767,1.0,1.0
kannauj,chhibramau ,khojipur,31728,kannauj,chhibramau,khojipur,29768,1.0,1.0
kannauj,chhibramau ,khubariyapur,31729,kannauj,chhibramau,khubariyapur,29769,1.0,1.0
kannauj,chhibramau ,kudepur,31731,kannauj,chhibramau,kudepur,29772,1.0,1.0
kannauj,chhibramau ,kurpur lodhpur,31732,kannauj,chhibramau,kuttarpur lodhpur,29774,0.9,0.9
kannauj,chhibramau ,kuttarpur banbaari,31733,kannauj,chhibramau,kurpur banbaari,29773,0.91,0.91
kannauj,chhibramau ,ladaita,31735,kannauj,chhibramau,lædaita,29776,0,0.86
kannauj,chhibramau ,lokpur,31736,kannauj,chhibramau,lokpur,29775,1.0,1.0
kannauj,chhibramau ,mahamudpur jaagir,31739,kannauj,chhibramau,mahamudpur jaagir,29777,1.0,1.0
kannauj,chhibramau ,mahamudpur khaas,31740,kannauj,chhibramau,mahamudpur khaas,29778,1.0,1.0
kannauj,chhibramau ,mahamudpur kirat,31741,kannauj,chhibramau,mahamudpur kirat,29779,1.0,1.0
kannauj,chhibramau ,medapur,31742,kannauj,chhibramau,medapur,29780,1.0,1.0
kannauj,chhibramau ,merapur gadhiya,31743,kannauj,chhibramau,merapur gaædhayaa,29781,0.755,0.88
kannauj,chhibramau ,mighuli,31744,kannauj,chhibramau,mighuli,29782,1.0,1.0
kannauj,chhibramau ,mudia,31745,kannauj,chhibramau,mudia,29783,1.0,1.0
kannauj,chhibramau ,nandalalpur,31746,kannauj,chhibramau,nandalalpur,29784,1.0,1.0
kannauj,chhibramau ,naugai,31747,kannauj,chhibramau,naugai,29785,1.0,1.0
kannauj,chhibramau ,nauli,31748,kannauj,chhibramau,nauli,29786,1.0,1.0
kannauj,chhibramau ,nigohakhaas,31749,kannauj,chhibramau,nigohakhaas,29787,1.0,1.0
kannauj,chhibramau ,osmanpur,31750,kannauj,chhibramau,osmanpur,29788,1.0,1.0
kannauj,chhibramau ,palia buchpur,31751,kannauj,chhibramau,palia buchpur,29789,1.0,1.0
kannauj,chhibramau ,panthra,31752,kannauj,chhibramau,panthra,29790,1.0,1.0
kannauj,chhibramau ,pranpur palyora,31753,kannauj,chhibramau,pranpur palyura,29791,0.93,0.93
kannauj,chhibramau ,prempur,31754,kannauj,chhibramau,prempur,29792,1.0,1.0
kannauj,chhibramau ,rampur hriday,31757,kannauj,chhibramau,rampur hriday,29794,1.0,1.0
kannauj,chhibramau ,rampur nigoh,31758,kannauj,chhibramau,rampur nigoh,29795,1.0,1.0
kannauj,chhibramau ,rampurbaiju,31759,kannauj,chhibramau,rampur bauju,29793,0.7830434782608695,0.87
kannauj,chhibramau ,randhirpur,31760,kannauj,chhibramau,randhirpur,29796,1.0,1.0
kannauj,chhibramau ,ranvirpur,31761,kannauj,chhibramau,ranvirpur,29797,1.0,1.0
kannauj,chhibramau ,ratanpur,31762,kannauj,chhibramau,ratanpur,29798,1.0,1.0
kannauj,chhibramau ,rori,31763,kannauj,chhibramau,rori,29799,1.0,1.0
kannauj,chhibramau ,ruppur,31764,kannauj,chhibramau,ruppur,29800,1.0,1.0
kannauj,chhibramau ,sadarpur dwarikapur,31765,kannauj,chhibramau,sadarpur dwarikapur,29801,1.0,1.0
kannauj,chhibramau ,salempur,31766,kannauj,chhibramau,salempur,29802,1.0,1.0
kannauj,chhibramau ,sarai daayamgaj,31767,kannauj,chhibramau,sarai daaymganj,29803,0.93,0.93
kannauj,chhibramau ,saraisundar,31769,kannauj,chhibramau,sarai sundar,29804,0.96,0.96
kannauj,chhibramau ,sarayagopal,31770,kannauj,chhibramau,sarayagopal,29805,1.0,1.0
kannauj,chhibramau ,sardamai,31771,kannauj,chhibramau,sardamai,29806,1.0,1.0
kannauj,chhibramau ,shahjahanpur,31772,kannauj,chhibramau,shahjahanpur,29807,1.0,1.0
kannauj,chhibramau ,singhpur,31774,kannauj,taalgaaram,singhnapur,30078,0.6677777777777778,0.89
kannauj,chhibramau ,tyor,31775,kannauj,chhibramau,tyor,29808,1.0,1.0
kannauj,chhibramau ,vishunagarh.,31777,kannauj,chhibramau,vishunagarh.,29809,1.0,1.0
kannauj,gugrapur,akbarpur,31778,kannauj,chhibramau,akbarpur,29728,1.0,1.0
kannauj,kannauj,manpur,31923,kannauj,chhibramau,osmanpur,29788,0.5742857142857143,0.86
kannauj,sourikh,alipur,31962,kannauj,taalgaaram,malikpur,30055,0.5742857142857143,0.86
kannauj,sourikh,khanpur,31991,kannauj,taalgaaram,kishanpur,30049,0.63,0.88
kannauj,taalgram,amarauli,32027,kannauj,taalgaaram,amarauli,30027,1.0,1.0
kannauj,taalgram,amolar,32028,kannauj,taalgaaram,amolar,30028,1.0,1.0
kannauj,taalgram,anibhoj,32029,kannauj,taalgaaram,anibhoj,30029,1.0,1.0
kannauj,taalgram,asoliya,32030,kannauj,taalgaaram,asoliya,30030,1.0,1.0
kannauj,taalgram,atarauli,32031,kannauj,taalgaaram,amarauli,30027,0,0.88
kannauj,taalgram,babrapur macedompur,32032,kannauj,taalgaaram,babrapur macedompur,30031,1.0,1.0
kannauj,taalgram,bamrauli,32033,kannauj,taalgaaram,bamrauli,30032,1.0,1.0
kannauj,taalgram,bargava,32034,kannauj,taalgaaram,barganva,30033,0.93,0.93
kannauj,taalgram,bhavani sarai,32036,kannauj,taalgaaram,bhavani sarai,30034,1.0,1.0
kannauj,taalgram,bhudha,32037,kannauj,taalgaaram,bhuædaha,30035,0.5742857142857143,0.86
kannauj,taalgram,birahimpur nijaampur,32039,kannauj,taalgaaram,birahimpur nijaampur,30036,1.0,1.0
kannauj,taalgram,biruli,32040,kannauj,taalgaaram,biruli,30037,1.0,1.0
kannauj,taalgram,chandrapura,32041,kannauj,taalgaaram,chandrapura,30038,1.0,1.0
kannauj,taalgram,duduvabujurg,32042,kannauj,taalgaaram,duduvabujurg,30039,1.0,1.0
kannauj,taalgram,gadaura,32043,kannauj,taalgaaram,gadaura,30040,1.0,1.0
kannauj,taalgram,gadnapurkaaji,32044,kannauj,taalgaaram,gadnapurkaaji,30041,1.0,1.0
kannauj,taalgram,gandholia,32045,kannauj,taalgaaram,gandholia,30042,1.0,1.0
kannauj,taalgram,gangaganj gurauli,32046,kannauj,taalgaaram,gangaganj gurauli,30043,1.0,1.0
kannauj,taalgram,gyanpur,32047,kannauj,taalgaaram,gyanpur,30044,1.0,1.0
kannauj,taalgram,induiyaganj,32048,kannauj,taalgaaram,induiyaganj,30045,1.0,1.0
kannauj,taalgram,jaraamu almapur,32049,kannauj,taalgaaram,jaraamu almapur,30046,1.0,1.0
kannauj,taalgram,junedpur,32050,kannauj,taalgaaram,junedpur,30047,1.0,1.0
kannauj,taalgram,kishanpur,32052,kannauj,taalgaaram,kishanpur,30049,1.0,1.0
